product_id,name,price,brand,rating,category_id
2342,Head,371.08,Walter-Dunn,3.0,15
2343,Structure,472.6,Campbell-Lopez,1.4,17
2344,Character,159.52,"Moore, Shelton and Jones",2.6,5
2345,Large,92.96,Mendoza Inc,4.9,18
2346,Microwave Believe,145.87,Philips,3.7,3
2347,Animal,462.51,"Durham, Martinez and Donaldson",5.0,18
2348,Lipstick Situation,33.33,Nivea,4.5,4
2349,He,100.34,"Wade, Cross and Burton",1.5,10
2350,Camera Up,397.41,HP,1.6,0
2351,Major,292.16,"David, Johnson and Sparks",2.2,15
2352,Herself,200.67,Ochoa-Jenkins,2.7,15
2353,Food,429.77,"Evans, Watkins and Savage",4.1,11
2354,Safe,438.9,Hayes-Vaughn,4.4,10
2355,Need,487.55,"Pena, Baker and Williams",1.5,19
2356,Later,295.57,Marquez-Tucker,3.4,11
2357,Laptop Want,404.13,HP,1.6,0
2358,Environmental,325.87,Young-Walker,2.1,7
2359,Jacket Son,187.2,Zara,2.8,2
2360,Audience,410.91,Solomon-Parks,3.1,8
2361,Else,257.14,"Dixon, Saunders and Reed",3.8,17
2362,Raise,280.34,Pearson-Hayes,4.7,13
2363,Door,217.41,Jackson Group,4.1,14
2364,Ago,213.52,Young-Coleman,1.9,13
2365,Environment,334.64,Montes-Hall,4.2,9
2366,Cookbook Score,27.8,O'Reilly,4.6,1
2367,Just,121.75,"Johnson, Carter and Calhoun",3.0,7
2368,Its,399.86,Walters LLC,1.6,13
2369,Novel Plant,21.03,Penguin,3.2,1
2370,Professor,344.42,"Castillo, Martinez and Moran",4.1,9
2371,Opportunity,252.34,Osborne-Williams,1.4,9
2372,Sister,178.6,Day-Perez,1.6,9
2373,Social,410.12,"Daniel, Dennis and Vega",2.5,14
2374,During,460.19,"Johnson, Porter and May",3.1,6
2375,Executive,136.29,Johnson Ltd,3.4,17
2376,Instead,156.55,Torres-Pearson,1.8,7
2377,Community,106.27,Patel Ltd,4.9,11
2378,Smartphone Education,1357.47,Dell,1.8,0
2379,Serve,458.54,Pugh PLC,3.3,6
2380,Microwave Maybe,48.77,Panasonic,3.3,3
2381,Get,138.79,Gonzalez-Alvarado,1.8,10
2382,Again,384.36,Hernandez Ltd,4.6,11
2383,Brother,374.76,Berg-Clark,2.6,11
2384,Leave,417.98,Christian Group,3.6,12
2385,Hot,304.04,Williams Inc,1.8,12
2386,Maybe,480.39,"Brown, Delgado and Harvey",1.4,12
2387,Textbook Than,73.65,Penguin,4.4,1
2388,Three,178.39,Thomas-George,4.1,13
2389,Art,304.22,Johnson-Thompson,2.2,7
2390,Truth,338.23,"Contreras, Schwartz and Jones",2.6,14
2391,Since,241.77,Henson-West,4.6,8
2392,Enter,382.65,Hayes-Harris,1.9,15
2393,Microwave Safe,439.06,Panasonic,4.4,3
2394,Lipstick Interest,102.04,Dove,2.4,4
2395,White,54.87,Butler PLC,2.9,8
2396,Claim,327.26,Bray-Garcia,2.2,18
2397,Adult,445.06,"Scott, Taylor and Williams",4.5,16
2398,Whether,104.45,Reed-Price,2.6,11
2399,If,267.53,"Cruz, Johnson and Day",2.9,8
2400,Body,49.91,"Fields, Thomas and Bailey",1.1,18
2401,Bank,293.2,"Collins, Baker and Bradley",3.3,6
2402,Stand,77.83,Choi-Torres,3.5,17
2403,Writer,355.46,Johnson Group,3.7,16
2404,Kid,364.64,Melton-Mccall,3.5,10
2405,Attorney,92.48,Armstrong LLC,2.2,5
2406,Hit,418.44,Vargas-Johnson,1.3,6
2407,Though,89.83,"Smith, Holland and Gray",1.9,6
2408,Lamp Truth,78.27,IKEA,3.5,3
2409,If,307.01,Martin-Lawson,2.3,19
2410,Him,281.09,"Berry, Dougherty and Vaughan",4.1,12
2411,Rock,22.95,Mueller and Sons,3.7,9
2412,Film,176.63,Jimenez-White,1.7,18
2413,Accept,282.05,"Hines, Chavez and Pacheco",4.6,9
2414,Microwave Pm,308.09,IKEA,3.7,3
2415,Their,234.19,Chang-Anderson,2.5,17
2416,Role,228.72,Morgan Group,1.3,5
2417,Along,146.78,Knapp PLC,3.8,19
2418,Agency,322.35,"Thomas, Prince and Garcia",1.2,14
2419,Film,100.64,"Patel, Lamb and Lozano",2.2,17
2420,Guy,176.42,Hicks Ltd,2.1,12
2421,General,224.01,"Hansen, Martinez and Dodson",1.1,15
2422,Purpose,474.84,"Brown, Sutton and Jenkins",4.3,17
2423,Table,79.23,Peters LLC,5.0,8
2424,Light,410.23,"Baker, Sanchez and Oconnor",1.9,6
2425,Indeed,197.06,"Jones, Francis and Floyd",2.0,11
2426,Vacuum Cleaner Talk,145.81,IKEA,1.5,3
2427,Billion,209.8,Kennedy-Evans,3.1,11
2428,Race,162.01,Cunningham-Ford,1.0,6
2429,Son,383.88,King Ltd,3.1,5
2430,Month,19.99,Lewis-Delgado,2.5,10
2431,Full,275.4,Thornton-Hawkins,3.0,8
2432,Management,280.99,Rojas PLC,1.3,18
2433,Thought,320.41,Mahoney-Benitez,4.0,17
2434,Think,319.36,"Bowen, Ryan and Wilson",2.5,11
2435,Jeans Write,210.91,Nike,2.5,2
2436,Perhaps,131.59,Carter Group,1.2,9
2437,Cup,169.3,Hunt-Valentine,1.3,12
2438,For,41.75,"Olson, Garcia and Davis",2.8,6
2439,Shampoo Training,50.09,Maybelline,3.6,4
2440,Record,355.09,Hernandez-Atkins,2.3,19
2441,Jacket Fast,160.03,Nike,4.3,2
2442,Data,291.16,Robinson-Gonzalez,4.5,5
2443,Language,356.59,Copeland-Miller,4.5,8
2444,Run,303.66,Martinez-Hickman,2.5,18
2445,Night,145.73,Reynolds-Patterson,1.5,16
2446,Lipstick Can,93.15,Nivea,1.8,4
2447,Capital,368.93,Singh Group,3.1,5
2448,Biography Accept,42.49,Penguin,1.4,1
2449,Or,107.86,Wright Group,3.7,16
2450,Political,123.83,"White, Stephens and Mcclain",1.9,16
2451,Stop,125.04,"Smith, Williams and Johnson",4.4,19
2452,Sneakers Bar,126.5,Zara,2.7,2
2453,Speak,95.65,Byrd-Deleon,4.6,6
2454,Population,358.94,Gates-Neal,3.2,16
2455,So,438.41,"Duran, Sanders and Mullen",2.7,7
2456,Lipstick Against,11.13,Dove,2.1,4
2457,Message,55.51,Hines-Berry,3.5,16
2458,Play,275.58,"Morgan, Hogan and Sandoval",2.0,6
2459,Microwave New,616.62,Philips,2.9,3
2460,Dress Affect,240.98,Zara,3.6,2
2461,City,285.95,Hernandez-Mason,2.3,7
2462,Show,471.74,Pruitt-Cook,4.6,19
2463,Jacket Consider,85.53,H&M,1.2,2
2464,Whom,298.93,Trujillo-Bell,1.9,16
2465,Research,279.17,Cantrell LLC,4.5,13
2466,Body Lotion On,84.47,Nivea,2.2,4
2467,Body Lotion Reason,64.37,Dove,1.1,4
2468,Trial,40.53,Harrington-Wilson,1.4,10
2469,Arm,125.59,Williams and Sons,2.3,18
2470,Sneakers Total,266.2,Adidas,3.0,2
2471,Discussion,496.05,"Johns, Harris and Salazar",2.7,12
2472,Nature,200.76,Ortiz-Morales,3.2,9
2473,Sneakers See,254.88,Uniqlo,2.0,2
2474,Build,33.87,Jackson-Alvarez,2.0,5
2475,Low,397.76,Cherry-Saunders,1.7,18
2476,Comics Once,62.03,Penguin,1.1,1
2477,Blood,470.34,"Moss, Miller and Carroll",3.2,16
2478,Expert,89.61,Baldwin-Bowman,3.4,17
2479,Bed,227.14,Price-Juarez,4.8,17
2480,Benefit,276.63,Bryan-Nichols,3.4,6
2481,Wish,190.21,"Ruiz, Lopez and Humphrey",4.2,12
2482,Headphones Against,167.23,Samsung,2.1,0
2483,Body Lotion Quickly,33.4,Nivea,1.5,4
2484,Hand,174.02,"Giles, Buck and Wilson",2.4,18
2485,Scene,159.01,Levine-Wilson,3.2,15
2486,Doctor,362.64,Brown-Freeman,4.2,6
2487,Couple,342.29,Green-Porter,1.9,16
2488,Shampoo White,54.54,Dove,1.8,4
2489,Sneakers Shoulder,241.04,Zara,3.7,2
2490,Air Purifier Budget,344.13,Panasonic,1.2,3
2491,Me,247.38,Garrett-Bowers,4.9,18
2492,Only,264.03,"Mason, Gibson and Avery",1.5,9
2493,Sit,127.89,"Ingram, Moore and Cortez",1.9,17
2494,Dress Two,192.95,Uniqlo,2.9,2
2495,Perfume Agreement,106.08,Nivea,2.0,4
2496,Reveal,115.02,Hamilton-Green,4.0,14
2497,Pay,126.91,"Jones, Beard and Kaiser",3.4,17
2498,Final,75.43,Marsh PLC,4.5,6
2499,Concern,94.84,Randall LLC,3.0,6
2500,Camera Culture,1373.36,Samsung,1.8,0
2501,Vacuum Cleaner Future,428.1,Bosch,3.1,3
2502,Painting,474.02,"Evans, Goodwin and Gray",1.9,13
2503,Onto,23.23,"Jones, Mitchell and Garcia",4.2,7
2504,Jacket Authority,169.77,H&M,4.0,2
2505,Area,171.39,Crawford Ltd,4.1,18
2506,Create,121.93,Warren-Lopez,2.6,7
2507,Body Lotion Within,127.31,Dove,4.4,4
2508,Comics Hear,7.09,HarperCollins,4.2,1
2509,Defense,13.2,"Thomas, Chavez and Booker",2.8,5
2510,TV Level,379.24,Asus,1.1,0
2511,Capital,306.06,Moore-Henderson,5.0,10
2512,Account,142.1,"Wright, Jones and Shannon",2.6,11
2513,Center,340.52,Carrillo-Mathews,3.6,13
2514,Eye,469.12,Fox LLC,3.8,7
2515,Dress Stop,107.84,Adidas,1.0,2
2516,Sea,99.95,Brown-Craig,4.5,11
2517,Class,147.84,Solis LLC,3.3,10
2518,Sing,172.46,Hahn-Valdez,2.6,15
2519,Challenge,65.42,Scott-Johnson,2.9,15
2520,Camera Bad,686.3,Sony,4.5,0
2521,T-shirt Produce,55.57,Zara,4.2,2
2522,Animal,190.7,Moore-Moore,2.8,17
2523,Blender Fear,298.96,IKEA,2.4,3
2524,Live,48.19,Benton-Doyle,3.7,6
2525,I,228.25,Moyer-Spencer,1.0,19
2526,Individual,433.63,"Coleman, Russell and Livingston",4.7,5
2527,Simple,314.3,Ellis PLC,3.6,14
2528,Recognize,420.02,Lucero-Coleman,2.4,8
2529,Enter,412.15,"Rasmussen, Jones and Craig",4.7,10
2530,Blood,46.96,White and Sons,1.3,11
2531,Sing,372.3,Cortez-Lewis,4.0,10
2532,Month,25.03,"Lara, Smith and Allen",1.2,5
2533,Textbook Commercial,41.38,Vintage,3.7,1
2534,Thank,7.73,Mendez and Sons,1.5,16
2535,Dress Board,231.63,Uniqlo,2.7,2
2536,Need,96.64,Edwards-Mccullough,3.5,13
2537,Perform,104.55,"Bell, Harris and Hardy",4.3,19
2538,Well,290.66,Stevens-Atkins,4.9,9
2539,Without,135.97,Gray Ltd,2.4,16
2540,Free,279.67,Romero-Harrison,4.1,14
2541,Customer,181.29,Williams-Porter,2.0,8
2542,Cookbook Buy,40.13,Macmillan,3.9,1
2543,Total,95.95,Martin-Martin,2.9,9
2544,Rock,483.24,Herrera-Ortega,3.1,10
2545,Assume,114.35,"Carter, Rodriguez and Baker",2.5,11
2546,Order,337.89,Green PLC,4.9,5
2547,Despite,110.71,Dalton-Jones,1.4,8
2548,Debate,423.68,"Ramos, Evans and Ford",1.8,8
2549,Look,461.06,Hernandez-Fitzpatrick,2.8,7
2550,Body Lotion Suddenly,51.3,Maybelline,3.6,4
2551,Child,325.01,Davis PLC,2.0,5
2552,Want,364.18,Barr-Jones,2.3,19
2553,Radio,313.44,Nelson Group,4.2,5
2554,Vacuum Cleaner Case,624.77,IKEA,2.6,3
2555,Or,485.89,"Hurley, Carpenter and Rodriguez",2.0,7
2556,Jeans Budget,160.73,H&M,2.3,2
2557,Jeans This,113.13,Nike,4.1,2
2558,Interest,353.35,Chambers-Bryant,4.7,11
2559,Hope,398.29,"Lee, Peters and Hahn",2.6,7
2560,Probably,139.6,Armstrong-Sanchez,1.8,14
2561,American,263.39,"Morris, Mcdaniel and Welch",2.4,14
2562,Law,292.45,Castillo PLC,2.9,16
2563,Only,195.16,"Wagner, Hughes and Beasley",3.0,7
2564,Prepare,314.27,"Ferguson, Gillespie and Mercado",3.1,11
2565,Music,155.54,"Wood, Mitchell and Thomas",2.1,18
2566,Happen,395.8,"Gonzalez, Rowe and Ramos",4.9,12
2567,Microwave Scientist,235.12,IKEA,1.9,3
2568,Claim,15.56,"Johnson, Kline and Lowery",3.0,19
2569,Both,133.66,Kennedy Group,2.3,9
2570,Congress,88.63,Curry LLC,2.5,17
2571,Lamp Coach,466.89,Bosch,2.9,3
2572,Fly,71.63,Robinson-Evans,3.7,16
2573,Interest,376.11,Burgess-Fuller,2.7,19
2574,Miss,422.05,Washington-Martin,2.2,18
2575,Admit,17.85,Beasley-Newton,4.3,8
2576,Significant,276.97,"Freeman, Simmons and Ortega",4.5,5
2577,Shampoo Prevent,26.01,Maybelline,2.7,4
2578,Skin,61.1,"Scott, Guerra and Watts",4.8,5
2579,Textbook Decide,54.44,Penguin,2.0,1
2580,Town,163.26,Bentley-Collins,4.8,11
2581,Page,105.24,Harrington-Dominguez,2.9,8
2582,Life,53.93,Larson-Nguyen,4.8,17
2583,Class,491.3,Bates Inc,3.1,9
2584,I,357.87,Lopez-Morales,2.2,12
2585,Here,133.38,Stewart-Galvan,3.8,12
2586,Factor,102.69,"Nguyen, Porter and Santana",3.6,7
2587,Eight,453.32,Bailey Ltd,3.2,7
2588,Cookbook Project,5.29,Vintage,4.5,1
2589,Sneakers Decide,56.16,Uniqlo,2.2,2
2590,Camera Late,1202.75,Sony,4.3,0
2591,First,192.41,Cole-Mcdonald,2.2,14
2592,Smartwatch As,2180.25,Apple,2.4,0
2593,Cookbook Hand,51.75,Vintage,3.5,1
2594,Else,108.42,Mendoza-Walters,2.5,7
2595,Paper,139.16,Baker-Mays,2.9,8
2596,Biography More,18.05,O'Reilly,4.0,1
2597,Jeans Change,72.67,H&M,4.6,2
2598,Few,472.07,"Avery, Washington and Crawford",2.6,9
2599,TV Buy,2204.59,Sony,2.0,0
2600,Act,371.69,Powell-Price,4.0,10
2601,Lamp Boy,65.98,Dyson,4.3,3
2602,Novel Available,76.68,Macmillan,1.7,1
2603,Body Lotion Brother,97.14,L'Oreal,4.6,4
2604,Wrong,194.89,Young-Taylor,3.4,18
2605,Actually,271.75,Johnston-Simmons,3.9,13
2606,Ago,308.65,"Cole, Diaz and Hicks",2.2,5
2607,Again,218.27,West-Martin,2.8,17
2608,Sea,295.96,Aguilar Ltd,1.2,16
2609,What,490.24,Brooks-Diaz,2.9,7
2610,Citizen,194.2,Davis-Wilkins,3.5,16
2611,Dress Paper,109.07,H&M,2.5,2
2612,You,455.01,Thomas-Guzman,1.0,12
2613,Novel Price,71.66,Vintage,1.7,1
2614,Pretty,20.28,Harris LLC,3.0,16
2615,Novel Individual,80.51,HarperCollins,2.3,1
2616,Response,494.21,"Castaneda, Greer and Woods",3.2,11
2617,Father,174.89,Anderson Group,2.9,6
2618,Vacuum Cleaner Create,283.7,Philips,3.8,3
2619,Game,444.85,"Lopez, Rodriguez and Hart",3.8,11
2620,Economy,416.81,Francis and Sons,1.9,10
2621,Gas,214.22,Martin Ltd,4.5,14
2622,Yard,487.08,Williams Group,1.8,5
2623,Develop,67.33,"Freeman, Cohen and Stewart",1.5,6
2624,Headphones Ground,2064.5,Dell,4.2,0
2625,Scientist,10.29,Moore-Moore,3.6,19
2626,Include,158.84,"Khan, Sullivan and Santiago",3.8,11
2627,Old,263.49,Melton-Downs,2.6,16
2628,Study,162.95,Jones-Ingram,4.7,17
2629,Article,462.38,Figueroa-Dougherty,3.3,16
2630,Hotel,357.64,"Perez, Dominguez and James",3.2,16
2631,Textbook Garden,69.34,Vintage,2.8,1
2632,Whatever,376.59,Cole Group,2.1,18
2633,Biography Food,65.85,Penguin,4.2,1
2634,Novel Oil,40.1,Macmillan,2.3,1
2635,Few,349.32,Perez and Sons,1.7,14
2636,Suggest,418.74,Conley LLC,4.1,10
2637,Act,128.5,Hill-Myers,3.5,8
2638,Heart,296.66,"Peterson, Bishop and Scott",2.3,16
2639,Nor,195.57,Terry and Sons,5.0,12
2640,Comics People,57.61,Penguin,4.3,1
2641,Stop,479.58,Gutierrez LLC,3.7,14
2642,Novel Health,33.48,Macmillan,4.3,1
2643,Family,266.75,"Smith, Williams and Nguyen",2.8,6
2644,Ask,323.08,Newton-Mooney,3.0,11
2645,Hour,420.05,"Ellis, Morris and Myers",2.8,8
2646,Foot,300.23,Sanchez Ltd,1.5,12
2647,Jacket Official,104.2,Uniqlo,1.1,2
2648,Red,83.07,Camacho-Chen,2.1,9
2649,Vacuum Cleaner What,556.29,Philips,4.9,3
2650,Whether,268.78,Robinson Inc,2.1,9
2651,Finish,363.02,"Allen, Fitzgerald and Schultz",4.8,6
2652,Other,123.49,"Gibson, Powers and Haney",1.8,19
2653,You,261.08,Sanders-Alexander,3.1,12
2654,Understand,475.72,"Harris, Ali and Estrada",4.6,18
2655,Produce,169.25,"Hoover, Mathews and Johnson",3.2,5
2656,Sell,182.69,Watson and Sons,1.5,7
2657,Mission,197.56,"Thomas, Henry and White",1.5,17
2658,Relate,204.83,"Obrien, Hernandez and Smith",3.2,16
2659,Structure,133.96,"Fowler, Johnson and Nelson",4.6,10
2660,Remain,303.25,Hamilton-Horton,3.6,6
2661,Fact,493.63,Mooney Ltd,4.4,9
2662,Order,152.22,Elliott LLC,4.7,9
2663,Air Purifier Ability,409.98,Philips,2.6,3
2664,Pattern,76.49,Richards PLC,4.9,7
2665,Party,399.17,Wood and Sons,2.0,13
2666,Year,175.5,King Group,2.0,8
2667,Lipstick Few,53.33,Maybelline,1.0,4
2668,Happen,336.05,Lopez-Strickland,2.1,12
2669,Smile,303.03,Lamb-Martinez,1.1,18
2670,Democratic,81.6,Davis and Sons,4.9,11
2671,Vacuum Cleaner Usually,687.61,Bosch,3.6,3
2672,Air Purifier Lot,124.51,IKEA,2.3,3
2673,Vacuum Cleaner Later,609.67,IKEA,5.0,3
2674,By,315.44,Wagner-Ryan,2.4,6
2675,Later,24.61,Carter Inc,2.0,18
2676,Textbook Leave,23.32,HarperCollins,4.4,1
2677,Resource,183.78,Schaefer LLC,2.8,12
2678,Headphones Eat,1568.43,Asus,4.4,0
2679,Culture,89.87,Smith-Fischer,4.1,7
2680,Evening,250.28,"Flores, Valencia and Hughes",4.8,9
2681,Whom,358.32,Scott-Lloyd,1.8,17
2682,Before,482.53,Clark-Munoz,2.7,10
2683,Smartwatch Stage,1353.66,HP,2.1,0
2684,Line,245.65,"Preston, Fernandez and Kaufman",2.2,10
2685,Prevent,464.58,Lopez-Jimenez,4.7,7
2686,Network,133.02,Macdonald PLC,1.9,8
2687,Grow,117.88,Lopez Ltd,1.4,11
2688,Cookbook Free,88.7,O'Reilly,3.4,1
2689,Cookbook West,83.74,Vintage,1.5,1
2690,Top,308.89,Brown LLC,4.8,10
2691,Glass,240.93,"Garcia, Fischer and Baxter",4.0,9
2692,Increase,59.64,"Miller, Wheeler and Jones",3.2,14
2693,Blender Ground,449.63,Panasonic,3.7,3
2694,Successful,61.6,Liu-Mcdaniel,2.7,10
2695,Foot,61.92,Lee-Wallace,4.1,19
2696,Certainly,112.7,Nelson-Mitchell,1.8,15
2697,Microwave Cell,83.68,Philips,3.3,3
2698,Perfume Edge,102.19,Clinique,1.4,4
2699,Mrs,186.1,"Taylor, Waller and Hamilton",4.6,6
2700,Baby,492.48,Reeves-Fuentes,1.1,5
2701,Price,458.96,Mcmahon LLC,1.9,12
2702,Former,45.94,Cruz LLC,2.2,18
2703,Care,253.55,Hernandez-Terry,2.5,5
2704,Onto,223.95,Marquez Group,3.7,12
2705,Fine,463.77,Gonzalez LLC,3.8,14
2706,Tablet Pm,871.62,Apple,2.3,0
2707,Apply,176.61,Sanders-Johnson,2.3,12
2708,Idea,458.78,Lawrence-Johnson,1.1,5
2709,T-shirt Meeting,213.25,Nike,5.0,2
2710,Close,129.12,Mercer LLC,2.1,8
2711,Throw,38.99,"Reyes, Andersen and Nelson",3.3,11
2712,Marriage,299.82,"Rice, Steele and Nguyen",2.7,11
2713,A,168.15,Sanchez LLC,2.1,7
2714,Sing,211.81,"Horn, Wilson and Gonzalez",1.5,7
2715,Blender Player,450.8,IKEA,4.9,3
2716,Fall,18.6,"Rodriguez, Garcia and Moore",4.4,5
2717,She,439.12,"Hayes, Stone and Holmes",4.2,16
2718,Media,420.34,Thompson PLC,1.5,10
2719,For,178.95,"Armstrong, Mitchell and Jones",1.2,10
2720,International,29.96,Trevino Group,3.8,12
2721,Allow,138.79,Coffey PLC,2.5,19
2722,Development,64.6,"Stafford, Kaiser and Reed",3.4,17
2723,Since,452.86,"Singh, Fischer and Suarez",4.5,6
2724,Money,171.28,"Keller, Ellis and Mckinney",1.4,10
2725,Subject,415.88,"Smith, Wolf and Clark",4.1,9
2726,Help,163.87,Williams-Jones,2.0,14
2727,Begin,454.82,Stone Ltd,4.4,13
2728,Quite,442.53,Mckenzie and Sons,3.1,10
2729,North,217.37,Ferguson-Harris,1.5,9
2730,Pressure,90.88,"Henry, Dorsey and Harris",4.5,11
2731,Vote,228.85,Nunez Group,4.0,13
2732,Tablet Research,987.81,LG,2.1,0
2733,Novel Degree,98.99,HarperCollins,1.4,1
2734,Reason,160.81,Jordan and Sons,1.4,8
2735,Novel Democrat,46.69,O'Reilly,3.6,1
2736,No,471.38,"Tucker, Berry and Johnson",1.6,8
2737,Microwave Start,155.74,IKEA,1.1,3
2738,Will,197.1,Huang-Lewis,4.5,12
2739,Brother,290.3,Jones-Garcia,4.7,14
2740,Perfume Shake,126.48,Dove,4.2,4
2741,Success,43.17,"Clark, Callahan and Garrett",1.5,13
2742,Data,329.16,Torres PLC,1.1,11
2743,Textbook Beautiful,79.73,HarperCollins,2.3,1
2744,Dress Modern,34.63,Zara,4.6,2
2745,Mean,162.74,Miller-Shaw,1.9,6
2746,According,347.52,Miller-Martinez,3.4,6
2747,Race,245.32,Sims-Walker,2.7,10
2748,East,153.48,Duran-Turner,4.7,13
2749,Color,496.32,"Johnson, Harvey and Johnson",1.2,8
2750,Media,453.79,Anderson-Ortega,4.6,12
2751,Require,413.67,Rogers Group,3.3,15
2752,TV Save,2156.34,LG,3.6,0
2753,Year,487.15,"Turner, Barrett and Johnson",2.5,12
2754,Difficult,165.18,Gallegos LLC,3.2,14
2755,Reduce,333.55,Li Inc,1.5,12
2756,Lipstick Stuff,61.03,Clinique,2.1,4
2757,Novel Event,90.22,O'Reilly,3.8,1
2758,Pay,235.2,Ramirez Group,1.3,9
2759,Late,316.17,Mahoney Ltd,1.4,8
2760,Work,224.99,Chavez-Dean,4.8,10
2761,Parent,84.73,Smith-Smith,3.6,15
2762,On,362.77,"Harvey, Garcia and Li",3.3,8
2763,Home,154.39,"Dyer, Miller and French",2.7,16
2764,Camera,181.45,Conner-Young,1.2,8
2765,Than,348.67,Taylor-Shelton,2.5,17
2766,Laptop Ago,2167.43,Sony,5.0,0
2767,Textbook Time,57.36,Penguin,2.9,1
2768,Smartwatch Worker,2233.02,Apple,4.2,0
2769,Rather,318.5,Gardner LLC,4.0,9
2770,Bill,458.3,Ward Ltd,2.3,17
2771,Similar,75.66,"Caldwell, Case and Holland",2.1,14
2772,Comics Remain,93.28,Penguin,3.3,1
2773,Manager,276.65,May-Bonilla,3.5,8
2774,Cookbook Sign,92.24,Vintage,3.9,1
2775,Perfume Me,71.28,Maybelline,2.9,4
2776,Current,154.33,"Scott, Fletcher and Johnson",1.7,7
2777,Very,277.05,Paul LLC,4.0,5
2778,Story,370.98,Taylor Ltd,4.2,9
2779,Strong,26.65,Davis-Richmond,1.7,13
2780,Data,315.17,Willis Ltd,2.5,19
2781,Biography Stand,13.59,HarperCollins,1.5,1
2782,Among,356.7,Hodge and Sons,4.6,18
2783,Window,261.68,Anderson Ltd,3.8,18
2784,Jeans Particular,197.22,Zara,1.1,2
2785,Significant,52.21,"Jones, Sullivan and Williams",1.3,9
2786,Yourself,188.53,"Weber, Perry and Harris",1.3,14
2787,Comics Industry,22.84,HarperCollins,3.4,1
2788,Main,280.23,"Dudley, Robinson and Johnson",2.4,6
2789,Not,166.54,Kim PLC,2.6,10
2790,Perform,258.94,"Ramirez, Brown and Christensen",3.8,11
2791,Relationship,53.35,"Steele, Johnson and Horton",1.1,5
2792,Textbook Break,22.41,Vintage,4.8,1
2793,Total,281.44,"Anderson, Davis and Fisher",3.9,6
2794,Sense,467.61,Sanchez Inc,4.1,10
2795,Public,428.27,Lee Inc,4.7,10
2796,Opportunity,204.78,"Hernandez, Vargas and Griffin",2.4,18
2797,Today,344.26,Berry LLC,2.5,16
2798,Claim,17.25,"Norris, Edwards and Ramos",4.4,8
2799,Novel Son,84.21,Vintage,3.1,1
2800,Yourself,467.23,Jackson-Wright,1.6,13
2801,War,30.41,Monroe Group,3.8,9
2802,Eye,219.86,"Mcdaniel, Smith and Mclaughlin",3.1,12
2803,Line,471.4,Walter-Black,1.1,9
2804,Organization,391.67,"Johnson, Garrett and Lynn",3.9,13
2805,Cut,321.38,Terry-Diaz,4.4,19
2806,Face Cream Reveal,81.53,Clinique,2.8,4
2807,Or,16.26,Stewart Inc,4.3,18
2808,Sort,109.29,Lynch-Marshall,1.9,10
2809,Air Purifier Able,690.51,IKEA,3.8,3
2810,TV Structure,1033.96,Apple,4.8,0
2811,Assume,136.6,Adams and Sons,1.9,11
2812,Wall,230.8,Love-Bryant,2.1,6
2813,Business,141.09,"Richardson, Shaw and Flores",4.1,17
2814,Key,133.31,Bruce-Jones,4.0,9
2815,Think,304.89,Taylor Ltd,2.2,19
2816,Enjoy,143.65,Thomas PLC,4.9,15
2817,Expect,112.5,Davis PLC,3.7,18
2818,Live,25.78,Ruiz-Schneider,1.0,11
2819,Tablet Continue,347.81,Sony,4.6,0
2820,Him,228.71,Nielsen-Smith,3.6,15
2821,Present,311.16,"Curtis, Donovan and Whitney",3.5,18
2822,Perfume Forget,112.09,Dove,3.3,4
2823,Head,446.68,Haas-Jordan,3.6,11
2824,Political,411.38,"Kennedy, Zimmerman and Smith",1.1,8
2825,Government,391.5,Mcdonald Group,2.9,5
2826,Bad,460.88,Aguilar-Stephenson,2.9,16
2827,Car,340.97,Lewis Ltd,2.9,16
2828,Shampoo With,27.29,Maybelline,2.5,4
2829,Smartphone Site,1559.19,Samsung,4.7,0
2830,Skill,356.21,Brown-Hess,4.0,14
2831,Mean,487.56,Moss-Reyes,4.6,13
2832,Way,55.49,Tanner-Rogers,4.7,12
2833,Consider,68.99,"Maxwell, Williams and Jennings",2.5,19
2834,Thus,55.49,"Reed, Stevenson and Roberts",3.5,15
2835,Wall,142.93,"Mills, Mata and Davies",3.4,12
2836,Food,468.15,Clements-Smith,3.7,18
2837,Smartphone Station,1932.92,Dell,3.4,0
2838,Voice,377.22,Hudson-Myers,1.3,12
2839,TV Nothing,1398.97,Sony,2.5,0
2840,Wait,53.07,"Green, Martinez and Young",1.7,12
2841,Young,172.0,"Davis, Mendez and Fleming",2.5,14
2842,Win,165.86,Evans-Walker,1.3,10
2843,Loss,49.36,Hernandez and Sons,2.7,8
2844,Decade,79.05,"Ware, Anderson and Stephens",3.1,9
2845,Here,493.34,Henry-Mercer,2.2,8
2846,Program,397.31,Willis-Horne,2.5,15
2847,Job,257.62,Hall-Salazar,4.5,8
2848,T-shirt Just,47.63,Nike,1.0,2
2849,Group,287.03,Myers-Daniel,2.0,6
2850,Environment,294.49,Gay-James,4.9,14
2851,Jacket Whom,32.93,Uniqlo,2.9,2
2852,Lamp Anything,144.19,Panasonic,4.8,3
2853,Scientist,147.53,"Soto, Kelly and Johnson",4.0,9
2854,Dress Peace,223.0,Nike,1.7,2
2855,Headphones Establish,2291.29,Asus,3.0,0
2856,Month,342.18,Richardson-Kelly,3.3,10
2857,Degree,149.34,Reed-Alexander,2.9,5
2858,Expert,305.36,"Williamson, King and Nelson",3.8,8
